Sample in Buffer,Sample in Window,TRIGGER,u_ndpp_wrapper/user_logic_native_mem_valid[0:0],u_ndpp_wrapper/user_logic_native_mem_address_1[23:0],u_ndpp_wrapper/user_logic_native_mem_address[31:24],u_ndpp_wrapper/user_logic_native_mem_strb[23:0],u_ndpp_wrapper/user_logic_native_mem_data[7:0],u_ndpp_wrapper/trigger_counter[7:0],u_ndpp_wrapper/trigger_counter_out[7:0],u_ndpp_wrapper/dma_p0_rx_axis_tvalid_temp,u_ndpp_wrapper/dma_p0_rx_axis_tdata[7:0],u_ndpp_wrapper/dma_p0_rx_axis_tready_temp
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
340,340,0,0,301660,00,000000,16,00,00,0,00,1
341,341,0,1,3016c0,00,ffffff,16,00,00,0,00,1
342,342,0,1,3016e0,00,ffffff,16,00,00,0,00,1
343,343,0,0,301700,00,000000,00,00,00,0,00,1
344,344,0,0,301720,00,000000,16,00,00,0,00,1
345,345,0,1,301680,00,ffffff,16,00,00,0,00,1
346,346,0,1,3016a0,00,ffffff,16,00,00,0,00,1
347,347,0,0,3016c0,00,000000,00,00,00,0,00,1
348,348,0,0,3016e0,00,000000,17,00,00,0,00,1
349,349,0,1,301740,00,ffffff,17,00,00,0,00,1
350,350,0,1,301760,00,ffffff,17,00,00,0,00,1
351,351,0,0,301780,00,000000,00,00,00,0,00,1
352,352,0,0,3017a0,00,000000,17,00,00,0,00,1
353,353,0,1,3017c0,00,ffffff,17,00,00,0,00,1
354,354,0,1,3017e0,00,ffffff,17,00,00,0,00,1
355,355,0,0,301800,00,000000,00,00,00,0,00,1
356,356,0,0,301820,00,000000,11,00,00,0,00,1
357,357,0,1,3011c0,00,ffffff,11,00,00,0,00,1
358,358,0,1,3011e0,00,ffffff,11,00,00,0,00,1
359,359,0,0,301200,00,000000,00,00,00,0,00,1
360,360,0,0,301220,00,000000,13,00,00,0,00,1
361,361,0,1,3013c0,00,ffffff,13,00,00,0,00,1
362,362,0,1,3013e0,00,ffffff,13,00,00,0,00,1
363,363,0,0,301400,00,000000,00,00,00,0,00,1
364,364,0,0,301420,00,000000,13,00,00,0,00,1
365,365,0,1,301340,00,ffffff,13,00,00,0,00,1
366,366,0,1,301360,00,ffffff,13,00,00,0,00,1
367,367,0,0,301380,00,000000,00,00,00,0,00,1
368,368,0,0,3013a0,00,000000,1c,00,00,0,00,1
369,369,0,1,301c40,00,ffffff,1c,00,00,0,00,1
370,370,0,1,301c60,00,ffffff,1c,00,00,0,00,1
371,371,0,0,301c80,00,000000,00,00,00,0,00,1
372,372,0,0,301ca0,00,000000,17,00,00,0,00,1
373,373,0,1,301700,00,ffffff,17,00,00,0,00,1
374,374,0,1,301720,00,ffffff,17,00,00,0,00,1
375,375,0,0,301740,00,000000,00,00,00,0,00,1
376,376,0,0,301760,00,000000,1c,00,00,0,00,1
377,377,0,1,301cc0,00,ffffff,1c,00,00,0,00,1
